"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"result.11",0.723109614153805,0.00587113359004845,1.40454866160705,0.295027639050642,0.678083571739187,0.313220958750087,0.0925462141791639,0.301273497665533,0.338206715947859,0.484012916139444,-0.10140786913194,-0.0321760544044106,0.0851001905192423,0.146279077189807,0.0540369984970759,0.0562076489233698,-0.338115874539122,-0.254875057837035,0.345729280481171,0.631698130319671,-0.0588346970343155,-0.0836641673691439,-0.156736270369531,0.0143195516044704,0.510140673735059,0.207892658470306,0.946340819062065,0.909756885677649,0.719392680556072,0.097803401268416,0.109956354579845,0.0190656738913679,0.325306700402617,-0.210407306810868,0.0561361219117673,-0.234356005157813,0.273329825972051,-0.261019212222205,0.178079883884225,0.128104854045917,0.473166242862421,0.29859886460488,0.0179681003807032,0.287377288706691,-0.0671910377684505,0.128910670852215,0.11605869370146,0.36132811999227,0.986022932385484,0.579264010496442,0.751473671734653,0.543032124882495,0.203092182932782,0.688301049386849,0.461409828607888,0.332215545207656
"result.12",1.25329085348094,-0.15038083811231,2.01348909060676,0.381633715994148,0.461594293916737,0.253365763637687,0.0211515639071105,0.165318984782045,0.339082764896423,0.412799004905493,0.037107522416712,0.0354762866922005,-0.0543255836628705,0.278657506091606,-0.0409212672635531,-0.165091705680235,-0.307986965650609,-0.412342549422541,0.216341144962493,0.66928091566706,-0.197106433247161,-0.0496464930591061,0.159292845608954,0.120788013579082,0.383937528304789,0.207447612966481,0.985658360274832,0.910743988046334,0.785542319287862,0.0857395517778755,0.282774504856639,0.136277149505445,0.414267244479865,-0.236665046183061,-0.0340148007978164,-0.367934559378426,0.444761278574585,-0.148984676852987,0.278203856028763,0.248715172362723,1.33445507356019,1.15406068271563,0.143136075502944,0.221602478611301,-0.0410863882254962,0.0830171948091074,0.280635127558592,0.522895182716125,0.615328042788761,0.601092461582212,0.716087951516429,0.466539231978886,0.351992279965728,0.653810443323272,0.439685350425349,0.340956714614428
"result.13",0.645458932002116,-0.0653961155766782,1.44983503279853,0.398327749669676,0.453695744963118,0.308840136906505,-0.0266705145778523,0.28085740045627,0.483584618380197,0.322494550970356,0.0636064686027437,0.070891660162509,0.084527420908452,0.188109388051475,0.0107651757593539,-0.0435503966723346,-0.222148928855111,-0.307104623293431,0.225417025968676,0.696965247108284,-0.120639734254604,0.0926496190146933,0.0815889061338334,0.0460110745396072,0.218706151054204,0.227186514814081,0.964277388704222,0.906129289830154,0.709475844807518,0.118993186144176,0.202476201069043,0.023663640095389,0.304910251560251,-0.139731366009006,0.208003545641343,-0.139869125191985,0.365984067954053,-0.384221832444635,0.209373293944442,0.226171079517119,0.573653175674915,0.416801189651987,0.0852449066970134,0.256732949246341,-0.0663242980000278,0.142619779549725,0.209175140289809,0.462335076431197,0.685865206541526,0.563027284449138,0.609602397766309,0.685886780952828,0.285291703470432,0.601695627579337,0.476054018643886,0.254728493237588
"result.14",0.441747940110951,-0.0890861398176443,0.914650188959905,0.12243306659405,0.611506319926377,0.219129065328486,-0.0228841637899741,0.299032036456071,0.439351863556484,0.37614440674154,-0.0480810662930705,0.00543730877672334,-0.000872461965798843,0.378198531750807,0.0413728515513805,-0.0069551624404757,-0.144561091487005,-0.158700933079271,0.203930928586349,0.963491227776079,-0.161747410328568,0.0858740451180723,0.067412230247893,0.0260661068442346,0.481374408245138,0.229364766367241,1.0099836455667,0.977208824972801,0.84934722111646,0.0772353535892649,0.199806084764628,0.153376607040619,0.266634292262381,-0.110352572070237,0.153629245257036,-0.304530328518337,0.529380550514523,-0.342447805160597,0.210067789443064,0.282448525290276,1.06437287163403,0.951081165397023,0.112296911660609,0.159009853458605,-0.0267524842631154,0.0690792586917946,0.224081513275573,0.407783233294636,0.69674013117783,0.633193458721174,0.517394167019318,0.443730338760066,0.29120472606903,0.469789528403276,0.423069343724079,0.277970904907001
"result.15",0.959900897363133,0.10379587532629,1.59321870035072,0.3055048495369,0.759937343495309,0.327177382695336,0.21897593511452,0.158657014323256,0.317082857896854,0.471609368094345,-0.0646490190003431,0.0368266121118498,-0.000772658549629588,0.23786282328686,-0.070367721317825,0.248446118110462,-0.372921837029812,-0.177429161208048,0.18901903188559,0.663953738937444,-0.237255237957386,0.0641445258529789,0.105904931083825,-0.0617069578614943,0.463249659444205,0.25884166993688,0.876386322759686,0.867713497207514,0.719583041922432,0.0973886283867268,0.212672291400805,0.0798740594983293,0.330546098523944,-0.232266087698745,0.0766613673747805,-0.429708187586681,0.406462721021443,-0.221739551376182,0.260151444028039,0.209222300608467,0.475536388432175,0.354190489614245,0.0741709367320388,0.38566080927265,-0.0923149297534976,0.139089483795578,0.208889078655429,0.383398902544023,0.963200993495071,0.727690050044146,0.706667331679112,0.757521372363327,0.221868926539757,0.84515710204852,0.478828265073072,0.307691344405243
"result.16",0.692818895056372,0.0117875639296231,1.22921542649154,0.218255435209934,0.664880836722454,0.375198311324165,0.189249029754638,0.255106740321316,0.378837489397777,0.478924652417844,-0.0499022853410991,0.0197419160206331,0.038507600330409,0.383687080201128,-0.207380758383875,-0.220929921247785,-0.359071567439697,-0.229780249372042,0.307922815407017,0.773649778194504,-0.234525324091023,-0.145851041772792,0.000327239608228115,-0.0386277865539952,0.489608519598135,0.253676002400129,0.916256554946149,0.943632324223452,0.74800483823463,0.0948603068296196,0.175702119061319,0.109891341844424,0.421796170542444,-0.217881742589482,0.237940776168616,-0.259352166873984,0.619121169600328,-0.178437183532074,0.253927877651127,0.32966444844313,0.892134784710824,0.743111519213925,0.114960612080776,0.32884360611431,-0.0385837747702012,0.127229574387801,0.230175138974318,0.34168618365175,0.773548369604817,0.709070376253763,0.786710303300226,0.703141690512365,0.23891101273769,0.726440951451018,0.496466146893286,0.389434944030243
"result.17",1.39971730399482,-0.0784485758605288,2.21818254485689,0.444329615845739,0.631348692347663,0.297392649481785,0.0276615526786419,0.226263643468169,0.29949393064354,0.63652840755248,-0.0803568948612876,-0.00745090249815409,-0.0362259049142545,0.0852484375064131,0.0608580058817406,0.0259518901960555,-0.120631818187857,-0.290763751101509,0.0416091927297334,0.849194957616343,0.0527702027571317,0.0931243439320558,-0.132997078176711,0.0362066822885007,0.678084601705565,0.201160712539231,1.00176245381968,0.887125718509853,0.784954834513012,0.067875980618679,0.196031622481362,0.0641124336274051,0.293102792186506,-0.141149347436378,-0.024425890536108,-0.296508633564662,0.569452175739545,-0.317058485514369,0.189627182214377,0.290916751121361,0.779075837633676,0.688252866317167,0.100444036730492,0.0909357178872038,-0.0667331544205305,0.0568412210242372,0.207731001782254,0.35169916426496,0.667126733013819,0.521082680552333,0.678597103519219,0.523625423999793,0.232230950080816,0.44227419667318,0.499842169205101,0.341389836821418
"result.18",1.03603128137378,-0.036297068060208,1.714406574117,0.314997707073911,0.609112981153623,0.157142519609373,-0.0204800062040054,0.133927404502518,0.410198929388366,0.287876943080275,0.00182456593863656,-0.0230403592383398,-0.0394794785017855,0.458635553610311,0.0127306353971223,0.0173257981258467,-0.202336804735188,-0.315176820207042,0.388005047082588,0.870526760923148,-0.0341131550931052,0.0471230219530334,-0.0336326181169873,-0.0317999151746259,0.662581467814681,0.158224341400364,0.921072440200837,0.914699296442826,0.761618638851988,0.0745193894644423,0.245531218007162,0.219007613961672,0.290386555601557,-0.201760273071834,0.0900400763260469,-0.402151139229952,0.630914344601329,-0.305860971702014,0.167235372556458,0.235456018705935,0.455433292376823,0.426645467023192,0.124096816686746,0.223758034877163,-0.0810164479198047,0.106916812498254,0.237928410252025,0.342002733120455,1.0608252031755,0.610779701203086,0.820979769890139,0.650416761436423,0.347535168139063,0.722150109869518,0.535409942714783,0.381726254641264
"result.19",1.64400122094766,-0.152403593613234,2.40119931681394,0.555976451951341,0.494782022813765,0.263434906847622,-0.024148113448303,0.0975934333566964,0.384765410022942,0.53319044981047,-0.0431227160154009,0.0411938042992102,0.00800300700243225,0.171805734028375,-0.0228448892804322,-0.0699471675128361,-0.352995431980298,-0.317553134503887,0.195737729973183,0.584862349301337,0.185758160283647,0.0180696774768433,-0.108128246695287,0.0976043607989299,0.524716734626289,0.245202700545905,0.988551535182218,0.830551870825489,0.696385377004561,0.0813546934948887,0.280629145910349,0.113719047580789,0.27854978585579,-0.12112397985011,-0.0100361878282085,-0.327397649021138,0.513538752751257,-0.364123067082136,0.228049083639641,0.284195162935533,0.604438498824095,0.483529716627269,0.181756288040166,0.0456260058070199,-0.0892647977431423,0.0795181077410511,0.288752177746639,0.44913000806004,0.520968344310032,0.535322441130602,0.399279033798049,0.568559585383584,0.220021385743582,0.611432184976326,0.438427782837576,0.292207456462676
"result.20",1.13847622786689,-0.0365041653982025,1.87232233798502,0.251815965070043,0.464214003697239,0.161969256719257,-0.0439468904276802,0.252370708947567,0.42216420951176,0.357420122143461,-0.0404978356257954,-0.000105461949829429,-0.0194367166837393,0.395041910370262,0.137192068129212,0.104238294704153,-0.264341590319717,-0.140925027264508,0.119392592972061,1.11030906768487,0.0624511866369037,-0.00426642727005347,-0.206040324294507,0.0271292986474291,0.528180400068625,0.226731003423995,1.05788308899708,1.01583566787394,0.818564487620904,0.0757994685567332,0.173153074767582,0.225827883687568,0.380436478112484,-0.188478895790925,0.102645901782749,-0.24788480852915,0.393030485341312,-0.494124697224261,0.193374742191867,0.157166238532564,0.551691816802635,0.421286001750018,0.0966535517329159,0.176848562414747,-0.0576408475365353,0.0720414586204739,0.173208229310954,0.274226339764023,0.853842315829882,0.366249549232911,0.477538968029419,0.679014021555082,0.344744042982822,0.671098153572183,0.475268177755109,0.33079333414676
"result.21",1.68550916572029,0.0666732967256047,2.45302735504422,0.350004523274054,0.700070982203787,0.116388947946725,-0.0790695819953925,0.150837616144275,0.336180302342425,0.417161395055822,-0.0492700937336857,-0.0243548518109909,0.0490860421362442,0.27872385777285,0.0789253076432046,-0.112430273057852,-0.203902736380534,-0.450054866552567,0.355021181988285,0.698243383027693,0.0090370105873966,0.0612188643609695,-0.205103244566315,-0.0127805250666581,0.658670145164656,0.242290886288782,0.958331499824985,0.985663813997991,0.789019544681838,0.141080664860373,0.105130733345526,0.0959234898849802,0.35565097820358,-0.111580974027718,0.063044126522791,-0.37262884899767,0.350087711681908,-0.338779196529234,0.20934351477098,0.25169378546101,0.472007703525163,0.312615084974215,0.0693163880975282,0.243604719917982,-0.0642704215284674,0.131792859656819,0.178528165976933,0.303685314163535,0.710655726078381,0.544467164766991,0.689034701947938,0.632038090051786,0.187157858112005,0.784550873601854,0.427383853025561,0.266158301873072
"result.22",0.799745958282863,-0.104341372851354,1.48827048542126,0.451343849331212,0.514506017169295,0.386088696032476,0.206994858561452,0.257454034586601,0.397807557198264,0.415280428372405,-0.168824497504655,-0.0484037073042796,-0.0465612428415078,0.32617494569546,-0.173772871978585,0.143855442640444,-0.153692984613796,-0.0931203192808718,0.281271071871931,0.679695223148825,-0.0081377228750329,0.0570078671671671,-0.147520733276615,0.0930230836634925,0.376353838384442,0.270778656583393,0.916697692745642,0.843997976346458,0.633705835842862,0.0835797374001573,0.21114769770626,0.136795770519661,0.30423717653444,-0.0994656718938099,0.199962109070089,-0.314156973645168,0.604044635218242,-0.355417862839536,0.301236525923139,0.285382353562869,0.669567469328653,0.560131249556109,0.134712282152894,0.290698264649789,-0.0839810884624277,0.100674252773201,0.201631313437736,0.430493298477508,0.791700696518279,0.658905333032819,0.502736992316388,0.784978052557653,0.214781255785,0.847874218318628,0.416196669228182,0.265388453118748
"result.23",0.829217507252307,0.00042017298668675,1.45917100186074,0.370629654671957,0.808283625351507,0.165766681075075,-0.0675611274648457,0.20213665593894,0.181585350222924,0.596639325659308,-0.101593463190696,-0.0429826618843115,-0.0945009169595825,0.246173986559218,-0.0223635833134942,0.228568919981233,-0.400550951209248,-0.129457454879021,0.142365534150433,0.692734744783732,-0.148590068692143,-0.00840374277069987,-0.0576980042190188,-0.0393134764967099,0.524184535211575,0.287050091449648,0.925859544395497,0.986124212453017,0.791326552964071,0.10042975652186,0.0960894568763524,0.167469405988852,0.293521040354324,-0.241743932703388,0.194614662557801,-0.578349252824164,0.304311613338869,-0.343809321689536,0.205049103148559,0.280030584393847,0.764415065073107,0.640777872470359,0.0484677401631335,0.290245290389478,-0.0503472547645547,0.083227274225787,0.129495549775896,0.286816103234162,0.713604131031799,0.443278044556676,0.693253456267433,0.481848283141743,0.203705440422477,0.601200169570552,0.52864016291435,0.327324216153666
"result.24",0.389842272874242,0.0453900541451547,0.901790633150005,0.1450070849249,0.646818583453116,0.100374856242309,-0.0487592539189409,0.276401081793929,0.477768168188871,0.241600109695224,0.00551263240742444,-0.00573928013029832,0.0263301567483728,0.459879460704271,0.0697513377051768,0.0357639740793352,-0.285778855341513,-0.164590814151793,0.268154614021932,0.847702433454871,0.000970891432011546,0.000469304238944491,-0.246836574026272,-0.019330435802014,0.570694755844351,0.234246482046912,0.98153790406021,0.939839679646659,0.756855685821248,0.0762113904324473,0.179387625181002,0.0920274361544125,0.263443227953595,-0.157091243804965,0.185868787804665,-0.430216244714598,0.395774219447901,-0.379954186647117,0.248499347258757,0.140418828698771,0.71057509924004,0.620400448985169,0.0139994801484427,0.249302095316818,-0.0656785213253572,0.0866945090352525,0.16411929782947,0.385353311370703,1.00446470603909,0.705611087533525,0.703953529968746,0.523041344789551,0.369486558213325,0.60470162563528,0.499566055256472,0.260890324725342
"result.25",1.04402968478679,-0.0282128755322665,1.57663191505815,0.190054259571689,0.632554990452314,0.267103306477698,0.0278739366957725,0.223463481716218,0.357345782731804,0.430418416603851,-0.0971274674232146,0.0243576982838747,0.0125257690060601,0.291222692449703,0.10724495051404,-0.095582888607681,-0.373558838600146,-0.367334642801203,0.150143600940324,0.755701148294251,0.0167855298713644,0.185980440646054,-0.105592210323764,-0.0102877614958976,0.380260434529634,0.181240839320368,1.07758376087105,0.989186267615835,0.839380469777621,0.0686057178057933,0.157428964904296,0.0437772373968058,0.0833904570426744,-0.149832591894271,0.205704918808235,-0.366835523457695,0.347565225663988,-0.367006507798602,0.185324140768071,0.344994723494361,0.753510303465891,0.546860518182633,0.102581910314401,0.0925244312305559,-0.0592974930825439,0.0511923410778914,0.161673031402211,0.425962557658409,0.543012636461098,0.571425973283477,0.4115681365568,0.430447846544059,0.211238144471264,0.611439935962433,0.410161472360937,0.247709177036387
"result.26",1.35360767935592,-0.075085490266091,1.89901520603664,0.277953171827201,0.568451460008583,0.145704872700814,-0.0123335388479703,0.193744270686199,0.454899615066068,0.335139582136556,-0.0344554561206499,0.0247028851860224,-0.0593327686260743,0.470438613577804,0.0865010597590816,0.018841677313174,-0.30305017452725,-0.356515369622876,0.207417116133054,0.773973122652871,-0.153337760528137,0.0562699139075794,-0.0607580365956267,0.12287932259621,0.401167677081243,0.217090158561659,0.967721308286552,0.98693867503938,0.783027879752979,0.090039717036869,0.203618455722062,0.220353637236995,0.523395850806175,-0.119060170207567,0.215666962928476,-0.378448364250203,0.328112349031548,-0.288895292526377,0.291104698224644,0.205946457107283,0.610758974980593,0.442143147721989,0.0697842764774506,0.314776007340523,-0.0375337816863468,0.0905673019909655,0.196805306395163,0.394346997725542,0.738564466267248,0.544448011528052,0.670001073333618,0.708287663420699,0.322589583044526,0.917695222430191,0.555139897645884,0.365520747244803
"result.27",1.07090120225618,-0.0900775538882944,1.98547210071004,0.477136757823798,0.381626634830558,0.221028271922187,0.017146658304247,0.217143126661032,0.258337117399387,0.599379205690897,-0.120551227399821,-0.047008199270781,-0.019673586416756,0.11498959606097,-0.0213989647347411,0.00144793142154797,-0.277042226187442,-0.22925382946103,0.0880896326815344,0.898383888999483,-0.175945611655834,0.0472865106716446,0.0786018517595077,0.0835951392014369,0.461746551207466,0.267314288099651,1.08617179902787,0.960658076975383,0.724292499609479,0.0948349502471462,0.185613824077075,-0.0267200080155384,0.308373509882393,-0.180946393180917,0.0876422230183519,-0.327691736239835,0.415093084618661,-0.27379391455718,0.257886652793776,0.299695306048253,0.523466219768942,0.343377817267003,0.14018723940207,0.0527972132106111,-0.05177508145886,0.0767602947658346,0.234180411598088,0.347389361217375,0.511497307044054,0.577698103774497,0.439278198399639,0.335493060551939,0.195775781358798,0.374210275929975,0.438536835336707,0.267818847546542
"result.28",0.19454622198213,0.106881590828999,0.788240901023437,0.210873196412677,0.752925025828958,0.230389632316956,0.175824571494626,0.159953728872955,0.451877138577121,0.340284588442468,-0.00320756944061814,0.089834077418126,0.0663307215461188,0.344849526012923,-0.299614865230165,0.0177820356206949,-0.351069560787554,-0.216018024071905,0.249526937411682,0.709880080474785,0.0394471661820877,-0.015614391910482,-0.174657228698649,-0.00806026419660233,0.473278955245455,0.258995390350784,0.814721114004765,0.817192936047695,0.649455744422264,0.107424708404811,0.222416767617321,0.128482561895583,0.270661630275294,-0.267483007357881,-0.120027914236194,-0.355105390871969,0.599074531996133,-0.278139641817221,0.203503579173552,0.15362067739508,0.530122316844153,0.487548491157607,0.0676937066945285,0.44551101246694,-0.0909114643347864,0.147033901308502,0.253821716664103,0.408669548839364,0.855987824035866,0.801599605475406,0.806759661301399,0.638318511581584,0.245964187802113,0.906785576082598,0.330520811812598,0.202460749112865
