Granule UR,Producer Granule ID,Start Time,End Time,Online Access URLs,Browse URLs,Cloud Cover,Day/Night,Size
SC:MOD11A2.005:2044313902,MOD11A2.A2000105.h13v12.005.2007181205255.hdf,2000-04-14T00:00:00Z,2000-04-21T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.04.14/MOD11A2.A2000105.h13v12.005.2007181205255.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.06.30/BROWSE.MOD11A2.A2000105.h13v12.005.2007181165302.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.06.30/BROWSE.MOD11A2.A2000105.h13v12.005.2007181165302.2.jpg",0.0,BOTH,4.779797
SC:MOD11A2.005:2044313855,MOD11A2.A2000105.h12v12.005.2007181205226.hdf,2000-04-14T00:00:00Z,2000-04-21T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.04.14/MOD11A2.A2000105.h12v12.005.2007181205226.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.06.30/BROWSE.MOD11A2.A2000105.h12v12.005.2007181165233.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.06.30/BROWSE.MOD11A2.A2000105.h12v12.005.2007181165233.2.jpg",1.0,BOTH,7.554637
SC:MOD11A2.005:2044393144,MOD11A2.A2000113.h13v12.005.2007184154558.hdf,2000-04-22T00:00:00Z,2000-04-29T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.04.22/MOD11A2.A2000113.h13v12.005.2007184154558.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000113.h13v12.005.2007184114606.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000113.h13v12.005.2007184114606.2.jpg",0.0,BOTH,4.086176
SC:MOD11A2.005:2044393149,MOD11A2.A2000113.h12v12.005.2007184154008.hdf,2000-04-22T00:00:00Z,2000-04-29T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.04.22/MOD11A2.A2000113.h12v12.005.2007184154008.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000113.h12v12.005.2007184114515.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000113.h12v12.005.2007184114515.2.jpg",1.0,BOTH,6.910293
SC:MOD11A2.005:2044397009,MOD11A2.A2000121.h13v12.005.2007184182430.hdf,2000-04-30T00:00:00Z,2000-05-07T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.04.30/MOD11A2.A2000121.h13v12.005.2007184182430.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000121.h13v12.005.2007184142436.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000121.h13v12.005.2007184142436.2.jpg",1.0,BOTH,4.475895
SC:MOD11A2.005:2044397012,MOD11A2.A2000121.h12v12.005.2007184182437.hdf,2000-04-30T00:00:00Z,2000-05-07T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.04.30/MOD11A2.A2000121.h12v12.005.2007184182437.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000121.h12v12.005.2007184142444.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.03/BROWSE.MOD11A2.A2000121.h12v12.005.2007184142444.2.jpg",1.0,BOTH,7.709178
SC:MOD11A2.005:2044434305,MOD11A2.A2000129.h13v12.005.2007185181514.hdf,2000-05-08T00:00:00Z,2000-05-15T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.05.08/MOD11A2.A2000129.h13v12.005.2007185181514.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.04/BROWSE.MOD11A2.A2000129.h13v12.005.2007185141520.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.04/BROWSE.MOD11A2.A2000129.h13v12.005.2007185141520.2.jpg",0.0,BOTH,4.478453
SC:MOD11A2.005:2044434306,MOD11A2.A2000129.h12v12.005.2007185181524.hdf,2000-05-08T00:00:00Z,2000-05-15T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.05.08/MOD11A2.A2000129.h12v12.005.2007185181524.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.04/BROWSE.MOD11A2.A2000129.h12v12.005.2007185141531.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.04/BROWSE.MOD11A2.A2000129.h12v12.005.2007185141531.2.jpg",1.0,BOTH,7.57893
SC:MOD11A2.005:2044482902,MOD11A2.A2000137.h13v12.005.2007186175132.hdf,2000-05-16T00:00:00Z,2000-05-23T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.05.16/MOD11A2.A2000137.h13v12.005.2007186175132.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.05/BROWSE.MOD11A2.A2000137.h13v12.005.2007186135139.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.05/BROWSE.MOD11A2.A2000137.h13v12.005.2007186135139.2.jpg",3.0,BOTH,4.833097
SC:MOD11A2.005:2044482944,MOD11A2.A2000137.h12v12.005.2007186175137.hdf,2000-05-16T00:00:00Z,2000-05-23T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.05.16/MOD11A2.A2000137.h12v12.005.2007186175137.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.05/BROWSE.MOD11A2.A2000137.h12v12.005.2007186135144.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.05/BROWSE.MOD11A2.A2000137.h12v12.005.2007186135144.2.jpg",5.0,BOTH,8.048939
SC:MOD11A2.005:2044559112,MOD11A2.A2000145.h13v12.005.2007188192521.hdf,2000-05-24T00:00:00Z,2000-05-31T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.05.24/MOD11A2.A2000145.h13v12.005.2007188192521.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.07/BROWSE.MOD11A2.A2000145.h13v12.005.2007188152528.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.07/BROWSE.MOD11A2.A2000145.h13v12.005.2007188152528.2.jpg",0.0,BOTH,4.559734
SC:MOD11A2.005:2044559120,MOD11A2.A2000145.h12v12.005.2007188192525.hdf,2000-05-24T00:00:00Z,2000-05-31T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.05.24/MOD11A2.A2000145.h12v12.005.2007188192525.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.07/BROWSE.MOD11A2.A2000145.h12v12.005.2007188152532.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.07/BROWSE.MOD11A2.A2000145.h12v12.005.2007188152532.2.jpg",3.0,BOTH,7.740063
SC:MOD11A2.005:2044644376,MOD11A2.A2000153.h12v12.005.2007189235759.hdf,2000-06-01T00:00:00Z,2000-06-08T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.01/MOD11A2.A2000153.h12v12.005.2007189235759.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.08/BROWSE.MOD11A2.A2000153.h12v12.005.2007189195806.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.08/BROWSE.MOD11A2.A2000153.h12v12.005.2007189195806.2.jpg",2.0,BOTH,7.647289
SC:MOD11A2.005:2044644765,MOD11A2.A2000153.h13v12.005.2007190003127.hdf,2000-06-01T00:00:00Z,2000-06-08T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.01/MOD11A2.A2000153.h13v12.005.2007190003127.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.08/BROWSE.MOD11A2.A2000153.h13v12.005.2007189203134.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.08/BROWSE.MOD11A2.A2000153.h13v12.005.2007189203134.2.jpg",0.0,BOTH,4.359298
SC:MOD11A2.005:2044702439,MOD11A2.A2000161.h12v12.005.2007191120558.hdf,2000-06-09T00:00:00Z,2000-06-16T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.09/MOD11A2.A2000161.h12v12.005.2007191120558.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.10/BROWSE.MOD11A2.A2000161.h12v12.005.2007191080604.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.10/BROWSE.MOD11A2.A2000161.h12v12.005.2007191080604.2.jpg",7.0,BOTH,7.717543
SC:MOD11A2.005:2044702430,MOD11A2.A2000161.h13v12.005.2007191120553.hdf,2000-06-09T00:00:00Z,2000-06-16T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.09/MOD11A2.A2000161.h13v12.005.2007191120553.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.10/BROWSE.MOD11A2.A2000161.h13v12.005.2007191080600.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.10/BROWSE.MOD11A2.A2000161.h13v12.005.2007191080600.2.jpg",5.0,BOTH,4.488492
SC:MOD11A2.005:2044776179,MOD11A2.A2000169.h13v12.005.2007194033813.hdf,2000-06-17T00:00:00Z,2000-06-24T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.17/MOD11A2.A2000169.h13v12.005.2007194033813.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.12/BROWSE.MOD11A2.A2000169.h13v12.005.2007193233820.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.12/BROWSE.MOD11A2.A2000169.h13v12.005.2007193233820.2.jpg",0.0,BOTH,4.789204
SC:MOD11A2.005:2044776178,MOD11A2.A2000169.h12v12.005.2007194033816.hdf,2000-06-17T00:00:00Z,2000-06-24T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.17/MOD11A2.A2000169.h12v12.005.2007194033816.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.12/BROWSE.MOD11A2.A2000169.h12v12.005.2007193233823.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.12/BROWSE.MOD11A2.A2000169.h12v12.005.2007193233823.2.jpg",4.0,BOTH,7.751036
SC:MOD11A2.005:2044841243,MOD11A2.A2000177.h12v12.005.2007196181405.hdf,2000-06-25T00:00:00Z,2000-07-02T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.25/MOD11A2.A2000177.h12v12.005.2007196181405.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.15/BROWSE.MOD11A2.A2000177.h12v12.005.2007196141412.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.15/BROWSE.MOD11A2.A2000177.h12v12.005.2007196141412.2.jpg",8.0,BOTH,7.539499
SC:MOD11A2.005:2044841252,MOD11A2.A2000177.h13v12.005.2007196181408.hdf,2000-06-25T00:00:00Z,2000-07-02T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.06.25/MOD11A2.A2000177.h13v12.005.2007196181408.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.15/BROWSE.MOD11A2.A2000177.h13v12.005.2007196141414.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.15/BROWSE.MOD11A2.A2000177.h13v12.005.2007196141414.2.jpg",1.0,BOTH,4.384309
SC:MOD11A2.005:2044973846,MOD11A2.A2000185.h12v12.005.2007199221032.hdf,2000-07-03T00:00:00Z,2000-07-10T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.03/MOD11A2.A2000185.h12v12.005.2007199221032.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.18/BROWSE.MOD11A2.A2000185.h12v12.005.2007199181039.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.18/BROWSE.MOD11A2.A2000185.h12v12.005.2007199181039.2.jpg",15.0,BOTH,7.129096
SC:MOD11A2.005:2044973831,MOD11A2.A2000185.h13v12.005.2007199221027.hdf,2000-07-03T00:00:00Z,2000-07-10T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.03/MOD11A2.A2000185.h13v12.005.2007199221027.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.18/BROWSE.MOD11A2.A2000185.h13v12.005.2007199181034.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.18/BROWSE.MOD11A2.A2000185.h13v12.005.2007199181034.2.jpg",3.0,BOTH,4.342186
SC:MOD11A2.005:2045035964,MOD11A2.A2000193.h12v12.005.2007201094221.hdf,2000-07-11T00:00:00Z,2000-07-18T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.11/MOD11A2.A2000193.h12v12.005.2007201094221.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.20/BROWSE.MOD11A2.A2000193.h12v12.005.2007201054228.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.20/BROWSE.MOD11A2.A2000193.h12v12.005.2007201054228.2.jpg",4.0,BOTH,8.135508
SC:MOD11A2.005:2045035978,MOD11A2.A2000193.h13v12.005.2007201094213.hdf,2000-07-11T00:00:00Z,2000-07-18T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.11/MOD11A2.A2000193.h13v12.005.2007201094213.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.20/BROWSE.MOD11A2.A2000193.h13v12.005.2007201054220.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.20/BROWSE.MOD11A2.A2000193.h13v12.005.2007201054220.2.jpg",1.0,BOTH,4.93696
SC:MOD11A2.005:2045186772,MOD11A2.A2000201.h12v12.005.2007206042257.hdf,2000-07-19T00:00:00Z,2000-07-26T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.19/MOD11A2.A2000201.h12v12.005.2007206042257.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.25/BROWSE.MOD11A2.A2000201.h12v12.005.2007206002304.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.25/BROWSE.MOD11A2.A2000201.h12v12.005.2007206002304.2.jpg",2.0,BOTH,8.006488
SC:MOD11A2.005:2045217885,MOD11A2.A2000201.h13v12.005.2007206042252.hdf,2000-07-19T00:00:00Z,2000-07-26T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.19/MOD11A2.A2000201.h13v12.005.2007206042252.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.26/BROWSE.MOD11A2.A2000201.h13v12.005.2007206002258.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.26/BROWSE.MOD11A2.A2000201.h13v12.005.2007206002258.2.jpg",0.0,BOTH,4.406186
SC:MOD11A2.005:2045285495,MOD11A2.A2000209.h12v12.005.2007208045538.hdf,2000-07-27T00:00:00Z,2000-08-03T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.27/MOD11A2.A2000209.h12v12.005.2007208045538.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000209.h12v12.005.2007208005544.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000209.h12v12.005.2007208005544.2.jpg",1.0,BOTH,7.857775
SC:MOD11A2.005:2045285308,MOD11A2.A2000209.h13v12.005.2007208045531.hdf,2000-07-27T00:00:00Z,2000-08-03T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.07.27/MOD11A2.A2000209.h13v12.005.2007208045531.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000209.h13v12.005.2007208005537.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000209.h13v12.005.2007208005537.2.jpg",0.0,BOTH,4.452377
SC:MOD11A2.005:2045300369,MOD11A2.A2000217.h12v12.005.2007208184116.hdf,2000-08-04T00:00:00Z,2000-08-11T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.08.04/MOD11A2.A2000217.h12v12.005.2007208184116.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000217.h12v12.005.2007208144125.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000217.h12v12.005.2007208144125.2.jpg",19.0,BOTH,6.061312
SC:MOD11A2.005:2045300287,MOD11A2.A2000217.h13v12.005.2007208184114.hdf,2000-08-04T00:00:00Z,2000-08-11T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.08.04/MOD11A2.A2000217.h13v12.005.2007208184114.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000217.h13v12.005.2007208144124.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000217.h13v12.005.2007208144124.2.jpg",2.0,BOTH,3.966536
SC:MOD11A2.005:2045326150,MOD11A2.A2000225.h12v12.005.2007209132223.hdf,2000-08-12T00:00:00Z,2000-08-19T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.08.12/MOD11A2.A2000225.h12v12.005.2007209132223.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000225.h12v12.005.2007209092230.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000225.h12v12.005.2007209092230.2.jpg",51.0,BOTH,4.02309
SC:MOD11A2.005:2045326206,MOD11A2.A2000225.h13v12.005.2007209132227.hdf,2000-08-12T00:00:00Z,2000-08-19T23:59:59Z,http://e4ftl01.cr.usgs.gov//MODIS_Composites/MOLT/MOD11A2.005/2000.08.12/MOD11A2.A2000225.h13v12.005.2007209132227.hdf,"http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000225.h13v12.005.2007209092233.1.jpg,http://e4ftl01.cr.usgs.gov//WORKING/BRWS/Browse.001/2007.07.28/BROWSE.MOD11A2.A2000225.h13v12.005.2007209092233.2.jpg",22.0,BOTH,2.60968
