X,Y,field_1,id,id,a_registro,p_modal,p_fecha,p_id,tipo,top,bottom,a_humedad,a_s,a_t,a_ph_pasta,a_ph_h2o,a_ph_kcl,a_resistencia_pasta,a_base_ca,a_base_mg,a_base_k,a_base_na,a_mo_c,a_mo_n,a_mo_cn,a_arcilla,a_limo_2_20,a_limo_2_50,a_arena_muy_fina,a_arena_fina,a_arena_media,a_arena_gruesa,a_arena_muy_gruesa,a_ca_co3,a_conductividad,a_h,a_saturacion_t,a_saturacion_s_h,a_profundidad_muestra,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,humedad,limite_tipo,moteados,p_profundidad_napa,p_cobertura_vegetal,p_vegetacion_o_cultivos,p_u_mosaico,p_humedad_clase,p_erosion_clase,p_erosion_subclase,p_sales,p_uso_de_la_tierra,p_relieve,p_permeabilidad,p_escurrimiento,p_pendiente,p_anegamiento,p_drenaje,p_posicion,ph,raices,p_serie_nombre,p_serie_simbolo,p_grupo,p_observaciones
-59.931289,-34.337122,1774,727,2522,2225,false,1966-09-14,12/776 C,C,175,NA,31.8,27.5,28,6,7.3,5.7,1933,20.1,4.8,2.1,0.5,0.11,NA,NA,32.1,29.3,61.1,6.5,0.3,0,0,0,0,0.5,3.4,98,89,175+,,,7.5YR 5/4,,,masiva,,,,,,+Mn Fe,NA,100,Pastos naturales,3560-10-1,uniforme,nula,,clase 0,agricolo-ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma alta,7,,Gouin,Go,Argiudol Tipico,
-59.619052,-34.639501,1961,754,2704,2226,false,1966-09-15,12/777 C,A11,0,18,27.7,18.9,22.6,5.6,6.1,5.2,3189,12.7,4.7,1.1,0.4,2.14,207,10,23.5,30.9,64.1,11.7,0.7,0,0,0,0,0.5,7.3,84,73,0-18,,,10YR 3/2,10YR 4/2,Fe ++ Mn+,bloques subangulares,medios,moderado,,,claro,Fe c p f  SYR 4/4,NA,100,"Pradera natural (trébol, cardos, altamisa)",3560-10-4,uniforme,nula,,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma,5.5,3,Suipacha,Su,Argialbol típico,"Se extrajeron muestras para determinación de permeabilidad vertical. Permeabilidad B2 48-110 cm.
Vert. cm/h 0.14 grado 2 lenta.
Colores en seco y húmedo tomado de muestras bien conservadas en el laboratorio."
-59.619052,-34.639501,1963,754,2705,2227,false,1966-09-15,12/777 C,A12,18,30,26.6,17.6,21,5.6,6.5,5.4,3292,11.6,4.8,1,0.2,1.95,197,10,23.1,29.4,63.5,12.6,0.8,0,0,0,0,0.3,6.6,84,73,18-30,,,10YR 2/2,10YR 4/2,Fe +,bloques subangulares,medios,moderado,,,claro,Fe e p f,NA,100,"Pradera natural (trébol, cardos, altamisa)",3560-10-4,uniforme,nula,,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma,5.5,3,Suipacha,Su,Argialbol típico,"Se extrajeron muestras para determinación de permeabilidad vertical. Permeabilidad B2 48-110 cm.
Vert. cm/h 0.14 grado 2 lenta.
Colores en seco y húmedo tomado de muestras bien conservadas en el laboratorio."
-59.619052,-34.639501,1964,754,2706,2228,false,1966-09-15,12/777 C,A2,30,48,21.5,14.9,16.3,5.9,7,5.4,4159,8.6,5.1,0.7,0.5,0.3,41,7,22,25.8,63.1,14,0.9,0,0,0,0,0.3,3.1,92,83,30-48,,,10YR 4/2,7.5YR 6/3,Fe +++ Mn++,bloques subangulares,medios,débil,Ligeramente poroso,,claro,Fe c p m SYR 3/4,NA,100,"Pradera natural (trébol, cardos, altamisa)",3560-10-4,uniforme,nula,,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma,5,2,Suipacha,Su,Argialbol típico,"Se extrajeron muestras para determinación de permeabilidad vertical. Permeabilidad B2 48-110 cm.
Vert. cm/h 0.14 grado 2 lenta.
Colores en seco y húmedo tomado de muestras bien conservadas en el laboratorio."
-59.619052,-34.639501,1962,754,2707,2229,false,1966-09-15,12/777 C,B21,48,80,41,31.2,32.2,6.2,7.2,5.8,1353,18.1,4.7,2.3,1.1,0.25,41,6,49,21.2,40.2,10.4,0.4,0,0,0,0,0.7,3.7,97,89,48-80,Clay skins +++ 7.5YR 4/2,,7.5YR 4/2,7.5YR 5/4,,prismas,gruesos,fuerte,,,claro,,NA,100,"Pradera natural (trébol, cardos, altamisa)",3560-10-4,uniforme,nula,,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma,6,1,Suipacha,Su,Argialbol típico,"Se extrajeron muestras para determinación de permeabilidad vertical. Permeabilidad B2 48-110 cm.
Vert. cm/h 0.14 grado 2 lenta.
Colores en seco y húmedo tomado de muestras bien conservadas en el laboratorio."
-59.619052,-34.639501,1959,754,2708,2230,false,1966-09-15,12/777 C,B22,80,110,34,29,28.9,6.5,7.5,6.1,1578,16.5,9.4,2.1,1,0.24,NA,NA,34.6,25.7,51.7,13,0.7,0,0,0,0,0.7,1.5,100,95,80-110,Clay Skins ++ 10YR 3/3,,7.5YR 5/4,7.5YR 6/4,,prismas,medios,moderado,,,gradual,,NA,100,"Pradera natural (trébol, cardos, altamisa)",3560-10-4,uniforme,nula,,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma,6.5,Vestigios,Suipacha,Su,Argialbol típico,"Se extrajeron muestras para determinación de permeabilidad vertical. Permeabilidad B2 48-110 cm.
Vert. cm/h 0.14 grado 2 lenta.
Colores en seco y húmedo tomado de muestras bien conservadas en el laboratorio."
-59.619052,-34.639501,1958,754,2709,2231,false,1966-09-15,12/777 C,B3,110,180,26.1,22.4,21.8,6.5,7.3,6.1,2739,13.2,6.8,1.7,0.7,0.18,NA,NA,25.3,23.1,57,17,0.7,0,0,0,0,0.5,2.5,100,90,110-180,Clay skins +,,7.5YR 5/4,7.5YR 6.5/4,Fe 1/2+ Mn 1/2+,bloques subangulares,medios,moderado,Incipiente cementación por sesquióxidos,,gradual,Fe e d m,NA,100,"Pradera natural (trébol, cardos, altamisa)",3560-10-4,uniforme,nula,,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma,6.5,,Suipacha,Su,Argialbol típico,"Se extrajeron muestras para determinación de permeabilidad vertical. Permeabilidad B2 48-110 cm.
Vert. cm/h 0.14 grado 2 lenta.
Colores en seco y húmedo tomado de muestras bien conservadas en el laboratorio."
-59.619052,-34.639501,1960,754,2710,2232,false,1966-09-15,12/777 C,Cca,180,NA,34.6,NA,27.3,7.8,8.1,7.4,1560,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,0.8,NA,NA,NA,180,,+++,7.5YR 5/4,,Ca +++ Fe ++ Mn++,,,,Cementación evidente,,,,NA,100,"Pradera natural (trébol, cardos, altamisa)",3560-10-4,uniforme,nula,,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 5,clase 2,media loma,8,,Suipacha,Su,Argialbol típico,"Se extrajeron muestras para determinación de permeabilidad vertical. Permeabilidad B2 48-110 cm.
Vert. cm/h 0.14 grado 2 lenta.
Colores en seco y húmedo tomado de muestras bien conservadas en el laboratorio."
-59.661718766662673,-34.646982724015736,11,280,NA,NA,true,1966-09-15,12/778-C,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,NA,NA,,3560-10-4 Franklin,,,,,,,,,,,,,NA,,Suipacha,Su,Argialbol Tipico,
-60.78752143712417,-34.415917080888363,1198,619,1837,NA,false,1966-11-15,12/784 C,Ap,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,10YR 3/2,,,granular,finos,,lombrices; larvas,,abrupto,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,3,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1205,619,1837,NA,false,1966-11-15,12/784 C,Ap,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,10YR 3/2,,,granular,finos,,lombrices; larvas,,abrupto,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,3,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1195,619,1838,2768,false,1966-11-15,12/784 C,A12,12,22,32.3,18.8,22.8,5.3,5.4,4.9,1414,13.5,2.7,2.6,0.1,2.58,258,10,28,16.7,44.7,23.5,3.8,0,0,0,0,NA,8.9,82,NA,0 - 22,,,10YR 3/2,,,bloques subangulares,finos,moderado,lombrices; larvas,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,3,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1202,619,1838,2768,false,1966-11-15,12/784 C,A12,12,22,32.3,18.8,22.8,5.3,5.4,4.9,1414,13.5,2.7,2.6,0.1,2.58,258,10,28,16.7,44.7,23.5,3.8,0,0,0,0,NA,8.9,82,NA,0 - 22,,,10YR 3/2,,,bloques subangulares,finos,moderado,lombrices; larvas,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,3,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1199,619,1839,2769,false,1966-11-15,12/784 C,B1,22,37,28.3,15,18,5.8,6.1,5.1,3093,10.1,2.7,2.2,0.1,1.08,116,9,27.9,13.9,44.4,24.9,2.8,0,0,0,0,NA,6,83,NA,22 - 37,Clsk +,,10YR 5/3,,,bloques subangulares,medios,moderado,lombrices; larvas,,abrupto,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,1,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1206,619,1839,2769,false,1966-11-15,12/784 C,B1,22,37,28.3,15,18,5.8,6.1,5.1,3093,10.1,2.7,2.2,0.1,1.08,116,9,27.9,13.9,44.4,24.9,2.8,0,0,0,0,NA,6,83,NA,22 - 37,Clsk +,,10YR 5/3,,,bloques subangulares,medios,moderado,lombrices; larvas,,abrupto,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,1,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1193,619,1840,2770,false,1966-11-15,12/784 C,B21,37,64,30.3,17.1,20.3,5.9,6.2,5.1,3357,10.8,4.1,2.1,0.1,0.54,0.07,8,34.1,11.2,37.1,24.8,4,0,0,0,0,NA,6.2,84,NA,37 - 64,Clsk ++,,10YR 3/4,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,1,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1200,619,1840,2770,false,1966-11-15,12/784 C,B21,37,64,30.3,17.1,20.3,5.9,6.2,5.1,3357,10.8,4.1,2.1,0.1,0.54,0.07,8,34.1,11.2,37.1,24.8,4,0,0,0,0,NA,6.2,84,NA,37 - 64,Clsk ++,,10YR 3/4,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,1,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1196,619,1841,2771,false,1966-11-15,12/784 C,B22,64,93,26.1,15.7,19.2,6,6.5,5.1,4147,10.8,3.5,1.3,0.1,0.23,39,6,21.3,13,42.1,34,2.6,0,0,0,0,NA,4.6,82,NA,64 - 93,Clsk +,,10YR 4/3-4,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,1,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1203,619,1841,2771,false,1966-11-15,12/784 C,B22,64,93,26.1,15.7,19.2,6,6.5,5.1,4147,10.8,3.5,1.3,0.1,0.23,39,6,21.3,13,42.1,34,2.6,0,0,0,0,NA,4.6,82,NA,64 - 93,Clsk +,,10YR 4/3-4,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,1,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1194,619,1842,2772,false,1966-11-15,12/784 C,B3,93,147,19.4,13.7,15.5,6.8,7.1,5.6,6034,8.9,3.1,1.6,0.1,0.11,NA,NA,9.6,13.8,57.3,29.2,3.9,0,0,0,0,NA,2.2,88,NA,93 - 147,,,10YR 4/4,,,bloques subangulares,medios,moderado,,,gradual,"Fe++ comunes, medios, precisos",NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1201,619,1842,2772,false,1966-11-15,12/784 C,B3,93,147,19.4,13.7,15.5,6.8,7.1,5.6,6034,8.9,3.1,1.6,0.1,0.11,NA,NA,9.6,13.8,57.3,29.2,3.9,0,0,0,0,NA,2.2,88,NA,93 - 147,,,10YR 4/4,,,bloques subangulares,medios,moderado,,,gradual,"Fe++ comunes, medios, precisos",NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,6.5,,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1197,619,1843,2773,false,1966-11-15,12/784 C,C,147,170,21.6,12.9,14.6,6.3,6.8,5.4,6034,9.2,2.5,1.2,0.1,0.1,NA,NA,15,20,47.5,32.3,5.2,0,0,0,0,NA,3,88,NA,147 - 170 +,,,10YR 4/4,,,masiva,,,,,,"Fe+++ medios, precisos",NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,7,,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.78752143712417,-34.415917080888363,1204,619,1843,2773,false,1966-11-15,12/784 C,C,147,170,21.6,12.9,14.6,6.3,6.8,5.4,6034,9.2,2.5,1.2,0.1,0.1,NA,NA,15,20,47.5,32.3,5.2,0,0,0,0,NA,3,88,NA,147 - 170 +,,,10YR 4/4,,,masiva,,,,,,"Fe+++ medios, precisos",NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,,media loma alta,7,,Rojas,Ro,,B3: Pequeños núcleos de cementación < 1 cm. Fe 5YR 3/4
-60.955411443377869,-34.495053528907604,1208,620,1851,NA,false,1966-11-15,12/785 C,Ap,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,10YR 2/2,,,bloques subangulares,medios,moderado,larvas,,abrupto,,NA,NA,Maíz,3560-8-1,no uniforme,,acumulación,clase 0,agrícola,cóncavo,moderada,muy lento,0 - 1%,clase 4,,bajo,6.5,2,Junín (variante cumúlica),,,
-60.955411443377869,-34.495053528907604,1207,620,1852,2774,false,1966-11-15,12/785 C,A12,12,25,32.1,19.4,24,5.3,5.5,4.9,2112,14.1,3.1,2,0.2,2.3,201,11,27.3,18.2,40.4,27.8,4.5,0,0,0,0,NA,10.3,81,NA,0 - 25,,,10YR 2/2,,,bloques subangulares,medios,moderado,larvas,,claro,,NA,NA,Maíz,3560-8-1,no uniforme,,acumulación,clase 0,agrícola,cóncavo,moderada,muy lento,0 - 1%,clase 4,,bajo,6.5,2,Junín (variante cumúlica),,,
-60.955411443377869,-34.495053528907604,1209,620,1853,2775,false,1966-11-15,12/785 C,A3/B1,25,42,29.7,15.7,18.7,5.7,5.9,5,3770,11.2,2.9,1.5,0.1,0.84,83,10,28.2,14.9,39.5,27,5.3,0,0,0,0,NA,6.4,84,NA,25 - 42,Clsk +,,10YR 3/2,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Maíz,3560-8-1,no uniforme,,acumulación,clase 0,agrícola,cóncavo,moderada,muy lento,0 - 1%,clase 4,,bajo,6.5,,Junín (variante cumúlica),,,
-60.955411443377869,-34.495053528907604,1211,620,1854,2776,false,1966-11-15,12/785 C,B2,42,73,27.2,15.8,18.2,5.8,6.1,5,4336,11,3.5,1.2,0.1,0.49,55,9,24.5,11.2,43,29.4,3.1,0,0,0,0,NA,5.5,87,NA,42 - 73,Clsk ++,,10YR 3/3,,,bloques subangulares,medios,moderado,,,gradual,,NA,NA,Maíz,3560-8-1,no uniforme,,acumulación,clase 0,agrícola,cóncavo,moderada,muy lento,0 - 1%,clase 4,,bajo,6.5,,Junín (variante cumúlica),,,
-60.955411443377869,-34.495053528907604,1210,620,1855,2777,false,1966-11-15,12/785 C,B3,73,136,23.9,14,16.3,6,6.4,5.1,4902,8.8,3.8,1.2,0.2,0.31,42,7,21.9,13.9,38.3,33.6,6.2,0,0,0,0,NA,4.1,86,NA,73 - 136,,,10YR 3/4,,,bloques subangulares,gruesos,moderado,,,gradual,"Fe comunes, medios, precisos",NA,NA,Maíz,3560-8-1,no uniforme,,acumulación,clase 0,agrícola,cóncavo,moderada,muy lento,0 - 1%,clase 4,,bajo,6.5,,Junín (variante cumúlica),,,
-60.955411443377869,-34.495053528907604,1212,620,1856,2778,false,1966-11-15,12/785 C,C,136,160,22.5,13.3,15.1,6.2,6.6,5.2,4713,8,3.7,1.5,0.1,0.21,31,7,19.6,13.9,42.2,33.9,4.3,0,0,0,0,NA,3.1,8,NA,136 - 160 +,,,7.5YR 4/4,,,masiva,,,,,,"Fe++ medios, precisos",NA,NA,Maíz,3560-8-1,no uniforme,,acumulación,clase 0,agrícola,cóncavo,moderada,muy lento,0 - 1%,clase 4,,bajo,7,,Junín (variante cumúlica),,,
-60.953783463551147,-34.496458931442277,1215,621,1857,2779,false,1966-11-15,12/786 C,Ap,0,24,22.4,12.7,15.3,5.2,5.4,4.9,1886,8.6,2.2,1.8,0.1,1.48,133,11,13.5,12.1,44.4,38,4.1,0,0,0,0,NA,6.7,83,NA,0 - 24,,,10YR 3/2,,,bloques subangulares,medios,moderado,Krotovinas,,abrupto,Mat.Org.,NA,NA,Maíz,3560-8-1,uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,6,2,Junín,Ju,Hapludol típico,
-60.953783463551147,-34.496458931442277,1216,621,1858,2780,false,1966-11-15,12/786 C,B2,24,54,24.3,14.1,17,5.6,5.7,5.1,3244,9.8,2.5,1.6,0.2,1.24,125,10,18.5,10.5,40.8,36.9,3.8,0,0,0,0,NA,6.5,83,NA,24 - 54,Clsk +,,10YR 3/2,,,bloques subangulares,medios,fuerte,Krotovinas,,gradual,,NA,NA,Maíz,3560-8-1,uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,6,1,Junín,Ju,Hapludol típico,
-60.953783463551147,-34.496458931442277,1213,621,1859,2781,false,1966-11-15,12/786 C,B3,54,115,20.6,12.7,14.7,6.2,6.4,5.2,4902,8.2,3.1,1.2,0.2,0.37,42,9,16.6,5.7,34.2,45.6,3.6,0,0,0,0,NA,2.8,86,NA,54 - 115,,,10YR 5/4,,,bloques subangulares,medios,moderado,Krotovinas,,difuso,+,NA,NA,Maíz,3560-8-1,uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,6.5,1,Junín,Ju,Hapludol típico,
-60.953783463551147,-34.496458931442277,1214,621,1860,2782,false,1966-11-15,12/786 C,C,115,157,17.2,10.9,12.6,6.8,7,5.6,6788,7.1,2.4,1.2,0.2,0.23,28,8,10.4,6.7,38.9,44.6,6.1,0,0,0,0,NA,2.2,87,NA,115 - 157,,,10YR 4/4,,,bloques subangulares,medios,moderado,Krotovinas,,,+,NA,NA,Maíz,3560-8-1,uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,media loma alta,6.5,,Junín,Ju,Hapludol típico,
-60.969698846122924,-34.408726662234855,1219,622,1861,2783,false,1966-11-17,12/787 C,A1p,0,20,25.5,13.3,17.4,5.3,5.3,4.9,2301,4.7,1.9,1.6,0.1,1.69,151,11,18.4,11.2,51.6,27.4,2.6,0,0,0,0,NA,5.8,76,NA,0 - 20,,,10YR 3/2,,,bloques subangulares,medios,moderado,,,abrupto,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,loma,6,3,Junín,Ju,Hapludol típico,
-60.969698846122924,-34.408726662234855,1218,622,1862,2784,false,1966-11-17,12/787 C,A12,20,35,27.8,15.9,19.7,5.7,5.8,5.1,4261,11.7,2.6,1.5,0.1,1.4,127,11,20.7,12.1,47.7,28.6,3,0,0,0,0,NA,5.9,81,NA,20 - 35,,,10YR 3/1,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,loma,6,3,Junín,Ju,Hapludol típico,
-60.969698846122924,-34.408726662234855,1217,622,1863,2785,false,1966-11-17,12/787 C,B2,35,52,26.7,16,19.5,5.9,6.1,5.1,3959,11.8,3.1,1,0.1,0.8,0.09,9,20.8,9.1,43.6,32.7,2.9,0,0,0,0,NA,5.9,82,NA,35 - 52,+,,10YR 4-3/2,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,loma,6.5,2,Junín,Ju,Hapludol típico,
-60.969698846122924,-34.408726662234855,1221,622,1864,2786,false,1966-11-17,12/787 C,B31,52,81,23,13.2,16.1,6.1,6.5,5.1,4902,10.2,2.1,0.8,0.1,0.5,61,8,17.7,8.6,46.6,30.1,5.6,0,0,0,0,NA,3.4,82,NA,52 - 81,+,,10YR 3/3,,,bloques subangulares,medios,moderado,,,claro,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,loma,7,2,Junín,Ju,Hapludol típico,
-60.969698846122924,-34.408726662234855,1222,622,1865,2787,false,1966-11-17,12/787 C,B32,81,134,22.3,12.2,14.7,6.5,6.7,5.1,6279,9.2,1.6,0.9,0.2,0.29,35,8,14.3,11.8,44.5,35.2,6,0,0,0,0,NA,2.7,83,NA,81 - 134,,,10YR 3/4,,,bloques subangulares,medios,moderado,,,gradual,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,loma,7,1,Junín,Ju,Hapludol típico,
-60.969698846122924,-34.408726662234855,1220,622,1866,2788,false,1966-11-17,12/787 C,C,134,188,20.4,12.2,14.7,6.6,7,5.3,5090,8.2,2.5,1.3,0.2,0.13,0.02,7,10.6,9.6,48.7,34.9,5.8,0,0,0,0,NA,2,83,NA,134 - 180 +,,,10YR 4/3,,,masiva,,,,,,,NA,NA,Trigo,3560-8-1,no uniforme,ligera,hídrica,clase 0,agrícola,normal,rápida,medio,0 - 1%,clase 5,,loma,7,,Junín,Ju,Hapludol típico,
-60.941235457446879,-34.381379695523179,1226,623,1867,2789,true,1966-11-17,12/788 C,Ap,0,13,28.1,17.9,20.1,5.3,5.5,5.1,1405,13.4,2.3,2.1,0.1,2.42,263,9,19.8,11.7,48.4,29.8,2,0,0,0,0,NA,6.8,89,NA,0 - 13,,,10YR 3/1,,,bloques subangulares,medios,moderado,lombrices,,abrupto,,NA,95,"Pradera natural (cardos, ray grass, manzanilla)",3560-8-1,uniforme,ligera,hídrica,clase 0,ganadero,normal,moderada,medio,1 - 3%,clase 5,,media loma alta,6.5,3,Fortín Tiburcio,FT,Hapludol,"El horizonte C se encuentra de húmedo a mojado, el agua asciende por capilaridad."
-60.941235457446879,-34.381379695523179,1225,623,1868,2790,true,1966-11-17,12/788 C,A12,13,29,26.9,16.5,18.5,5.5,5.7,5.2,2477,12.5,2.2,1.7,0.1,1.77,187,9,19.4,13.3,49,28.7,2.9,0,0,0,0,NA,6.5,89,NA,13 - 29,,,10YR 2/2,,,bloques subangulares,medios,moderado,lombrices,,abrupto,,NA,95,"Pradera natural (cardos, ray grass, manzanilla)",3560-8-1,uniforme,ligera,hídrica,clase 0,ganadero,normal,moderada,medio,1 - 3%,clase 5,,media loma alta,6.5,2,Fortín Tiburcio,FT,Hapludol,"El horizonte C se encuentra de húmedo a mojado, el agua asciende por capilaridad."
-60.941235457446879,-34.381379695523179,1224,623,1869,2791,true,1966-11-17,12/788 C,B2,29,58,26.6,13.7,15.5,5.7,6.2,4.9,4252,9.1,2.7,1.7,0.2,0.48,68,7,22.1,11.8,39.6,35.8,2.5,0,0,0,0,NA,4.7,88,NA,29 - 58,Clsk +,,10YR 3/2,,,bloques subangulares,medios,moderado,,,claro,,NA,95,"Pradera natural (cardos, ray grass, manzanilla)",3560-8-1,uniforme,ligera,hídrica,clase 0,ganadero,normal,moderada,medio,1 - 3%,clase 5,,media loma alta,7,1,Fortín Tiburcio,FT,Hapludol,"El horizonte C se encuentra de húmedo a mojado, el agua asciende por capilaridad."
-60.941235457446879,-34.381379695523179,1227,623,1870,2792,true,1966-11-17,12/788 C,B3,58,120,21.7,12.7,13.5,6.2,6.5,5,5897,7.6,3.5,1.4,0.2,0.21,29,7,15.8,12.1,41.1,39.6,3.5,0,0,0,0,NA,2.7,94,NA,58 - 120,Clsk medios,,10YR 3/4,,,bloques angulares,medios,moderado,,,gradual,,NA,95,"Pradera natural (cardos, ray grass, manzanilla)",3560-8-1,uniforme,ligera,hídrica,clase 0,ganadero,normal,moderada,medio,1 - 3%,clase 5,,media loma alta,7,,Fortín Tiburcio,FT,Hapludol,"El horizonte C se encuentra de húmedo a mojado, el agua asciende por capilaridad."
